id,sentence,labels
14268-3,"In the case of permethrin, high level of resistance was found in all the field strains, except the Okara strain that exhibited moderate resistance.","[[15, 25, 'permethrin', 'Pesticides'], [99, 104, 'Okara', 'Location']]"
14268-4,"For temephos, five field strains, viz.","[[4, 12, 'temephos', 'Pesticides']]"
14268-6,"Sheikhupura, Sialkot, Pattoki, Sahiwal, and Okara, showed moderate resistance, and two strains from Multan and Sargodha showed low resistance to temephos.","[[145, 153, 'temephos', 'Pesticides']]"
14268-7,"Synergism bioassays implementing piperonyl butoxide and S,S,S-tributylphosphorotrithioate exhibited a nonsignificant effect on synergizing toxicity of deltamethrin and permethrin in all field strains except the Lahore strain, suggesting the possible role of target-site resistance mechanism.","[[33, 51, 'piperonyl butoxide', 'Pesticides'], [56, 89, 'S,S,S-tributylphosphorotrithioate', 'Pesticides'], [151, 163, 'deltamethrin', 'Pesticides'], [168, 178, 'permethrin', 'Pesticides']]"
14268-8,"However, both synergists had a significant effect on synergizing toxicity of temephos in all field strains, suggesting the possibility of metabolic-based mechanism of insecticide resistance.","[[77, 85, 'temephos', 'Pesticides'], [138, 163, 'metabolic-based mechanism', 'Resistance_mechanism']]"
14292-0,"BACKGROUND: Pyrethroid and organophosphate resistance in the malaria vector Anopheles gambiae has led to the search for not only alternative insecticides, but also repellent chemical compounds.","[[12, 22, 'Pyrethroid', 'Pesticides'], [27, 42, 'organophosphate', 'Pesticides'], [76, 93, 'Anopheles gambiae', 'Species']]"
14292-3,CONCLUSIONS: Results from the DEET assays show it induced repellency for the resistant KdrKis and AcerKis strains but maintained irritancy for the susceptible strain.,"[[30, 34, 'DEET', 'Pesticides']]"
14313-6,The droplet feeding method was validated using the naturally-derived insecticide spinosad as the active ingredient (a.i.).,"[[81, 89, 'spinosad', 'Pesticides']]"
14313-7,"For C. capitata, the concentration-mortality response did not differ between the sexes or among three different batches of insects.","[[4, 15, 'C. capitata', 'Species']]"
14313-9,"For C. capitata LD50 values were 1.462 and 1.502 ng a.i./insect for males and females, respectively, equivalent to 0.274 and 0.271 ng a.i./mg for males and females, respectively, when sex-specific variation in body weight was considered.","[[4, 15, 'C. capitata', 'Species'], [33, 38, '1.462', 'LC/LD'], [43, 57, '1.502 ng a.i./', 'LC/LD'], [115, 120, '0.274', 'LC/LD'], [125, 139, '0.271 ng a.i./', 'LC/LD']]"
14316-2,"Field-collected and reference strains of Ae. aegypti larvae were tested against diagnostic doses of eight larvicides belonging to organophosphates and organochlorines, namely bromophos (0.050 mg/liter), chlopyrifos (0.002 mg/liter), fenitrothion (0.020 mg/liter), fenthion (0.025 mg/liter), malathion (0.125 mg/liter), temephos (0.012 mg/liter), DDT (0.012 mg/liter), and dieldrin (0.025 mg/liter).","[[41, 52, 'Ae. aegypti', 'Species'], [130, 146, 'organophosphates', 'Pesticides'], [151, 166, 'organochlorines', 'Pesticides'], [175, 184, 'bromophos', 'Pesticides'], [203, 214, 'chlopyrifos', 'Pesticides'], [233, 245, 'fenitrothion', 'Pesticides'], [264, 272, 'fenthion', 'Pesticides'], [291, 300, 'malathion', 'Pesticides'], [319, 327, 'temephos', 'Pesticides'], [346, 349, 'DDT', 'Pesticides'], [372, 380, 'dieldrin', 'Pesticides']]"
14316-4,"This study showed that Ae. aegypti larvae from Padang, Samarinda, Manggarai Barat, and South Central Timor were susceptible to both fenitrothion and dieldrin (mortality rates ≥ 98%).","[[23, 34, 'Ae. aegypti', 'Species'], [47, 53, 'Padang', 'Location'], [55, 64, 'Samarinda', 'Location'], [66, 81, 'Manggarai Barat', 'Location'], [87, 106, 'South Central Timor', 'Location'], [132, 144, 'fenitrothion', 'Pesticides'], [149, 157, 'dieldrin', 'Pesticides']]"
14316-5,"About 6 out of 10 field strains of Ae. aegypti larvae were resistant (<80% mortality rates) against fenthion, whereas Ae. aegypti larvae from Kuningan, Samarinda, Sumba, and South Central Timor exhibited some degrees of resistance (mortality rates 80-98%).","[[35, 46, 'Ae. aegypti', 'Species'], [100, 108, 'fenthion', 'Pesticides'], [118, 129, 'Ae. aegypti', 'Species'], [142, 150, 'Kuningan', 'Location'], [152, 161, 'Samarinda', 'Location'], [163, 168, 'Sumba', 'Location'], [174, 193, 'South Central Timor', 'Location']]"
14316-6,"All field-collected Ae. aegypti larvae were resistant against diagnostic doses of chlorpyrifos, malathion, temephos, and DDT with mortality rates ranging from 0 to 74.67%.","[[20, 31, 'Ae. aegypti', 'Species'], [82, 94, 'chlorpyrifos', 'Pesticides'], [96, 105, 'malathion', 'Pesticides'], [107, 115, 'temephos', 'Pesticides'], [121, 124, 'DDT', 'Pesticides']]"
14321-0,"Parasitic infections by the salmon louse, Lepeophtheirus salmonis (Krøyer), cause huge economic damage in salmon farming in the northern hemisphere, with combined treatment costs and production losses in 2014 having been estimated at US$ 350 million for Norway (annual production 1.25 million tonnes).","[[42, 65, 'Lepeophtheirus salmonis', 'Species'], [128, 136, 'northern', 'Location'], [204, 208, '2014', 'Year'], [254, 260, 'Norway', 'Location']]"
14321-2,"However, efficacy losses have been reported for several delousing agents, including the pyrethroid deltamethrin.","[[99, 111, 'deltamethrin', 'Pesticides']]"
14321-3,The aim of the present study was to analyse the genetic basis of deltamethrin resistance in L. salmonis.,"[[65, 77, 'deltamethrin', 'Pesticides'], [92, 103, 'L. salmonis', 'Species']]"
14321-6,"In three families derived from P0 crosses between an IoA-00 sire and an IoA-02 dam, 98.8% of F2 parasites (n = 173) were resistant, i.e. remained unaffected after exposure to 2.0 μg L-1 deltamethrin.","[[186, 198, 'deltamethrin', 'Pesticides']]"
14321-7,F3 parasites from these crosses showed a deltamethrin EC50 of 9.66 μg L-1.,"[[41, 53, 'deltamethrin', 'Pesticides']]"
14321-8,"In two families of the inverse orientation at P0 (IoA-02 sire x IoA-00 dam), 16.7% of F2 parasites were resistant (n = 84), while the deltamethrin EC50 in F3 animals was 0.26 μg L-1.","[[134, 146, 'deltamethrin', 'Pesticides']]"
14321-9,The results revealed a predominantly maternal inheritance of deltamethrin resistance.,"[[61, 73, 'deltamethrin', 'Pesticides']]"
14321-10,"The 15,947-nt mitochondrial genome was sequenced and compared among six unrelated L. salmonis strains and parasites sampled from wild salmon in 2010.","[[82, 93, 'L. salmonis', 'Species'], [144, 148, '2010', 'Year']]"
14321-11,"IoA-02 and three further deltamethrin resistant strains, established from isolates originating from different regions of Scotland, showed almost identical mitochondrial haplotypes.","[[25, 37, 'deltamethrin', 'Pesticides']]"
14321-13,Deltamethrin caused toxicity and depletion of whole body ATP levels in IoA-00 but not IoA-02 parasites.,"[[0, 12, 'Deltamethrin', 'Pesticides']]"
14321-14,The maternal inheritance of deltamethrin resistance and its association with mitochondrial haplotypes suggests that pyrethroid toxicity in L. salmonis may involve molecular targets encoded by mitochondrial genes.,"[[28, 40, 'deltamethrin', 'Pesticides'], [116, 126, 'pyrethroid', 'Pesticides'], [139, 150, 'L. salmonis', 'Species']]"
14332-0,"BACKGROUND: The cotton aphid, Aphis gossypii (Glover), is a destructive pest that affects numerous crops throughout the world.","[[30, 44, 'Aphis gossypii', 'Species']]"
14332-1,Pyrethroid resistance has become endemic in A. gossypii populations in the cotton growing areas of China due to wide- spread application of insecticides.,"[[0, 10, 'Pyrethroid', 'Pesticides'], [44, 55, 'A. gossypii', 'Species'], [99, 104, 'China', 'Location']]"
14332-4,RESULTS: The field populations exhibited very high levels of resistance to both beta-cypermethrin and deltamethrin.,"[[80, 97, 'beta-cypermethrin', 'Pesticides'], [102, 114, 'deltamethrin', 'Pesticides']]"
14332-5,"Pretreatment with synergists, DEF and PBO, significantly increased the toxicity of bifenthrin to cotton aphid populations collected from Bt cotton fields in China.","[[30, 33, 'DEF', 'Pesticides'], [38, 41, 'PBO', 'Pesticides'], [83, 93, 'bifenthrin', 'Pesticides'], [137, 139, 'Bt', 'Pesticides'], [157, 162, 'China', 'Location']]"
14332-7,CONCLUSION: The mutation M918 L in the voltage-gated sodium channel along with detoxifying metabolism was contributed to the pyrethroid resistance in the field populations of Aphis gossypii from cotton growing regions of China.,"[[39, 67, 'voltage-gated sodium channel', 'Gene'], [79, 101, 'detoxifying metabolism', 'Resistance_mechanism'], [125, 135, 'pyrethroid', 'Pesticides'], [175, 189, 'Aphis gossypii', 'Species'], [221, 226, 'China', 'Location']]"
14332-8,And insecticides with different modes of action should be recommended for the control of A. gossypii in the future.,"[[89, 100, 'A. gossypii', 'Species']]"
14334-0,Bacillus thuringiensis (Bt) corn producing the Cry1F protein was the first highly efficacious Bt corn deployed against the fall armyworm Spodoptera frugiperda (J.E.,"[[0, 27, 'Bacillus thuringiensis (Bt)', 'Pesticides'], [47, 52, 'Cry1F', 'Pesticides'], [94, 96, 'Bt', 'Pesticides'], [137, 158, 'Spodoptera frugiperda', 'Species']]"
14334-2,"Here, we surveyed Cry1F resistance allele frequency and susceptibility of eight S. frugiperda populations collected in 2013 from non-Bt fields in different regions of Brazil.","[[18, 23, 'Cry1F', 'Pesticides'], [80, 93, 'S. frugiperda', 'Species'], [119, 123, '2013', 'Year'], [133, 135, 'Bt', 'Pesticides'], [167, 173, 'Brazil', 'Location']]"
14334-3,"In F1 screen experiments, the overall frequency of the Cry1F resistance alleles in Brazilian populations was estimated at 0.24, with 95% credibility interval between 0.18 and 0.25.","[[55, 60, 'Cry1F', 'Pesticides'], [83, 92, 'Brazilian', 'Location']]"
14334-5,"The estimates of Cry1F resistance allele frequency were positively correlated with those of median effective or lethal concentrations (i.e., EC50 or LC50).","[[17, 22, 'Cry1F', 'Pesticides']]"
14334-6,"These results show that the allelic frequency and the magnitude of Cry1F resistance are high in field populations of S. frugiperda in Brazil, indicating a challenging situation for resistance management.","[[67, 72, 'Cry1F', 'Pesticides'], [117, 130, 'S. frugiperda', 'Species'], [134, 140, 'Brazil', 'Location']]"
14338-1,"The binary toxin produced by Lysinibacillus sphaericus in the final stages of sporulation is used for mosquito control due to its specificity against the culicid larvae; however, it has been proved that Ae. aegypti is refractory for this toxin.","[[203, 214, 'Ae. aegypti', 'Species'], [218, 228, 'refractory', 'Resistance_mechanism']]"
14338-3,"Therefore, in this study, the vegetative cells of three L. sphaericus strains were assessed against a field-collected Ae. aegypti, resistant to temephos, and the reference Rockefeller strain.","[[56, 69, 'L. sphaericus', 'Species'], [118, 129, 'Ae. aegypti', 'Species'], [144, 152, 'temephos', 'Pesticides']]"
14338-7,Concentrations of L. sphaericus consortium that resulted in larvae mortality of field-collected and Rockefeller Ae. aegypti ranged from 1.7 to 2.5 × 10(7) CFU/ml.,"[[18, 31, 'L. sphaericus', 'Species'], [112, 123, 'Ae. aegypti', 'Species']]"
14338-8,The vegetative cells of L. sphaericus have no effect on the Ae. aegypti eggs and pupae.,"[[24, 37, 'L. sphaericus', 'Pesticides'], [60, 71, 'Ae. aegypti', 'Species']]"
14338-9,"CONCLUSIONS: The vegetative cells of L. sphaericus are effective against Ae. aegypti larvae, meaning that it could be used in the biological control of these mosquito species.","[[37, 50, 'L. sphaericus', 'Species'], [73, 84, 'Ae. aegypti', 'Species']]"
14338-10,"Since the L. sphaericus consortium was effective against temephos-resistant Ae. aegypti, vegetative cells could be an alternative to overcome insecticide-resistant populations.","[[10, 23, 'L. sphaericus', 'Species'], [57, 65, 'temephos', 'Pesticides'], [76, 87, 'Ae. aegypti', 'Species']]"
14339-2,"Our objectives were to determine a baseline of resistance for six AIs used in mosquito control in the United States to assess how resistance differs between mosquito collection location, AI, and mosquito species (container-ovipositing Aedes and Culex that may oviposit in containers or other sources).","[[98, 115, 'the United States', 'Location']]"
14339-4,"Centers for Disease Control and Prevention bottle bioassays were used to determine baseline resistance and susceptibility status for six AIs (bifenthrin, deltamethrin, etofenprox, malathion, permethrin, and phenothrin).","[[142, 152, 'bifenthrin', 'Pesticides'], [154, 166, 'deltamethrin', 'Pesticides'], [168, 178, 'etofenprox', 'Pesticides'], [180, 189, 'malathion', 'Pesticides'], [191, 201, 'permethrin', 'Pesticides'], [207, 217, 'phenothrin', 'Pesticides']]"
14347-0,"The evolution of resistance to carbodiimide (a toxic metabolite of diafenthiuron) and four neonicotinoids imidacloprid, acetamiprid, thiamethoxam, and thiacloprid in the Pakistani populations of sweetpotato whitefly (Bemisia tabaci Gennadius) was monitored from 1996 to 2015 using a leaf-dip bioassay.","[[31, 43, 'carbodiimide', 'Pesticides'], [67, 80, 'diafenthiuron', 'Pesticides'], [91, 105, 'neonicotinoids', 'Pesticides'], [106, 118, 'imidacloprid', 'Pesticides'], [120, 131, 'acetamiprid', 'Pesticides'], [133, 145, 'thiamethoxam', 'Pesticides'], [151, 162, 'thiacloprid', 'Pesticides'], [170, 178, 'Pakistan', 'Location'], [217, 231, 'Bemisia tabaci', 'Species'], [262, 274, '1996 to 2015', 'Year']]"
14347-1,"Diafenthiuron, imidacloprid, and acetamiprid were introduced into Pakistani agriculture in mid-1990s and heavily used since then, because B. tabaci resistance and consequently control failures to conventional insecticides such as organophosphates, carbamates, and pyrethroids were widespread during the 1990s.","[[0, 13, 'Diafenthiuron', 'Pesticides'], [15, 27, 'imidacloprid', 'Pesticides'], [33, 44, 'acetamiprid', 'Pesticides'], [66, 74, 'Pakistan', 'Location'], [91, 100, 'mid-1990s', 'Year'], [138, 147, 'B. tabaci', 'Species'], [230, 246, 'organophosphates', 'Pesticides'], [248, 258, 'carbamates', 'Pesticides'], [264, 275, 'pyrethroids', 'Pesticides'], [303, 308, '1990s', 'Year']]"
14347-3,"Among neonicotinoids, thiacloprid was the latest introduction in Pakistan in 2002.","[[6, 20, 'neonicotinoids', 'Pesticides'], [22, 33, 'thiacloprid', 'Pesticides'], [65, 73, 'Pakistan', 'Location'], [77, 81, '2002', 'Year']]"
14347-4,"There was no thiacloprid resistance in 2002 and 2003, a low to moderate resistance during 2004-2006, and a very high resistance during 2007-2010 that even exceeded resistance to previous neonicotinoids.","[[13, 24, 'thiacloprid', 'Pesticides'], [39, 43, '2002', 'Year'], [48, 52, '2003', 'Year'], [90, 99, '2004-2006', 'Year'], [135, 144, '2007-2010', 'Year'], [187, 201, 'neonicotinoids', 'Pesticides']]"
14347-5,"We may conclude that diafenthiuron and neonicotinoids remained effective against B. tabaci for 15 yr following their intensive use under field conditions, before a significant resistance, leading to their field failures, occurred in Pakistan.","[[21, 34, 'diafenthiuron', 'Pesticides'], [39, 53, 'neonicotinoids', 'Pesticides'], [81, 90, 'B. tabaci', 'Species'], [233, 241, 'Pakistan', 'Location']]"
14356-3,"Busseola fusca (Lepidoptera: Noctuidae), the target stem borer of Bt maize in Africa, evolved resistance to Bt maize expressing Cry1Ab protein in South Africa.","[[0, 14, 'Busseola fusca', 'Species'], [66, 68, 'Bt', 'Pesticides'], [78, 84, 'Africa', 'Location'], [108, 110, 'Bt', 'Pesticides'], [128, 134, 'Cry1Ab', 'Pesticides'], [146, 158, 'South Africa', 'Location']]"
14391-0,"In Thailand, control of dengue outbreaks is currently attained by the use of space sprays, particularly thermal fogging using pyrethroids, with the aim of killing infected Aedes mosquito vectors in epidemic areas.","[[3, 11, 'Thailand', 'Location'], [126, 137, 'pyrethroids', 'Pesticides']]"
14391-2,"The objectives of this study were to determine the temporal frequencies of F1534C and V1016G in Ae. aegypti populations in relation to pyrethroid resistance in Chiang Mai city, and to evaluate the impact of the mutations on the efficacy of thermal fogging with the pyrethroid deltamethrin.","[[96, 107, 'Ae. aegypti', 'Species'], [135, 145, 'pyrethroid', 'Pesticides'], [160, 175, 'Chiang Mai city', 'Location'], [265, 288, 'pyrethroid deltamethrin', 'Pesticides']]"
14391-3,Larvae and pupae were collected from several areas around Chiang Mai city during 2011-2015 and reared to adulthood for bioassays for deltamethrin susceptibility.,"[[58, 68, 'Chiang Mai', 'Location'], [81, 90, '2011-2015', 'Year'], [133, 145, 'deltamethrin', 'Pesticides']]"
14391-4,"These revealed no trend of increasing deltamethrin resistance during the study period (mortality 58.0-69.5%, average 62.8%).","[[38, 50, 'deltamethrin', 'Pesticides']]"
14391-7,The F1 progeny females were used to evaluate the efficacy of thermal fogging spray with Damthrin-SP(®) (deltamethrin+S-bioallethrin+piperonyl butoxide) using a caged mosquito bioassay.,"[[104, 150, 'deltamethrin+S-bioallethrin+piperonyl butoxide', 'Pesticides']]"
14405-0,"Corn fields planted with plant-incorporated Bacillus thuringiensis (Bt) proteins must have a portion of the field planted with non-Bt, isoline, plants that serve as a refuge for susceptible insects.","[[44, 71, 'Bacillus thuringiensis (Bt)', 'Pesticides'], [131, 133, 'Bt', 'Pesticides']]"
14405-1,"In the Corn Belt, refuge seeds are now blended in the bag with Bt seeds for corn hybrids containing two or more toxins targeted toward the western corn rootworm, Diabrotica virgifera virgifera LeConte.","[[63, 65, 'Bt', 'Pesticides'], [162, 182, 'Diabrotica virgifera', 'Species']]"
14408-0,"Fall armyworm, Spodoptera frugiperda (J.E.","[[15, 36, 'Spodoptera frugiperda', 'Species']]"
14408-2,that expresses single and pyramided Bacillus thuringiensis (Bt) toxin.,"[[36, 63, 'Bacillus thuringiensis (Bt)', 'Pesticides']]"
14408-4,"All of the 212 isolines were susceptible to corn tissue expressing Cry1A.105 + Cry2Ab, Cry1F + Cry1A.105 + Cry2Ab, and Cry1F + Cry1Ab + Vip3Aa20.","[[67, 76, 'Cry1A.105', 'Pesticides'], [79, 85, 'Cry2Ab', 'Pesticides'], [87, 92, 'Cry1F', 'Pesticides'], [95, 104, 'Cry1A.105', 'Pesticides'], [107, 113, 'Cry2Ab', 'Pesticides'], [119, 124, 'Cry1F', 'Pesticides'], [127, 133, 'Cry1Ab', 'Pesticides'], [136, 144, 'Vip3Aa20', 'Pesticides']]"
14408-6,Seven individuals out of the 212 isofemale lines carried major non-recessive alleles conferring resistance to Cry1F.,"[[110, 115, 'Cry1F', 'Pesticides']]"
14408-9,"The results demonstrate that field populations of S. frugiperda collected from North Carolina are generally susceptible to Cry1F, but that some individuals carry resistant alleles.","[[50, 63, 'S. frugiperda', 'Species'], [79, 93, 'North Carolina', 'Location'], [123, 128, 'Cry1F', 'Gene']]"
14418-1,The quantitative trait loci (QTL) responsible for resistance to DM had previously been detected in Cx. pipiens pallens.,"[[64, 66, 'DM', 'Pesticides'], [99, 110, 'Cx. pipiens', 'Species']]"
14418-5,We searched for potential candidate genes in the flank region of L3A8.177 in the genome sequence of the closely related Cx. pipiens quinquefasciatus and conducted mRNA expression analysis of the candidate gene via quantitative real-time PCR.,"[[120, 131, 'Cx. pipiens', 'Species'], [163, 187, 'mRNA expression analysis', 'Research_level'], [214, 240, 'quantitative real-time PCR', 'Research_level']]"
14418-6,Then the relationship between DM resistance and the candidate gene was identified using RNAi and American CDC Bottle Bioassay in vivo.,"[[88, 92, 'RNAi', 'Research_level']]"
14418-8,RESULTS: The genes CYP6CP1 and protease m1 zinc metalloprotease were in the flank region of L3A8.177 and had significantly different expression levels between susceptible and resistant strains.,"[[19, 26, 'CYP6CP1', 'Gene'], [31, 63, 'protease m1 zinc metalloprotease', 'Gene']]"
14418-9,Protease m1 zinc metalloprotease was significantly up-regulated in the susceptible strains compared with the resistant and remained over-expressed in the susceptible field-collected strains.,"[[0, 32, 'Protease m1 zinc metalloprotease', 'Gene'], [132, 146, 'over-expressed', 'Research_level']]"
14418-11,"Knockdown of protease m1 zinc metalloprotease not only decreased the sensitivity of mosquitoes to DM in the susceptible strain but also increased the expression of CYP6CP1, suggesting the role of protease m1 zinc metalloprotease in resistance may be involved in the regulation of the P450 gene expression.","[[13, 45, 'protease m1 zinc metalloprotease', 'Gene'], [98, 100, 'DM', 'Pesticides'], [164, 171, 'CYP6CP1', 'Gene'], [196, 228, 'protease m1 zinc metalloprotease', 'Gene'], [284, 304, 'P450 gene expression', 'Gene']]"
14418-12,CONCLUSION: Our study represents an example of candidate genes derived from the AFLP marker associated with the QTL and provides the first evidence that protease m1 zinc metalloprotease may play a role in the regulation of DM resistance in Cx. pipiens pallens.,"[[223, 225, 'DM', 'Pesticides'], [240, 251, 'Cx. pipiens', 'LC/LD']]"
14423-2,"METHODS: Using WHO susceptibility bioassays, insecticide resistance status was determined in vector populations sampled from six pairs of villages across The Gambia, each pair contained a low and high prevalence village.","[[154, 164, 'The Gambia', 'Location']]"
14423-3,"RESULTS: Three vector species were observed (23.5% Anopheles arabiensis, 31.2% Anopheles gambiae, 43.3% Anopheles coluzzii and 2.0% An. coluzzii × An. gambiae hybrids).","[[51, 71, 'Anopheles arabiensis', 'Species'], [79, 96, 'Anopheles gambiae', 'Species'], [104, 122, 'Anopheles coluzzii', 'Species'], [132, 144, 'An. coluzzii', 'Species'], [147, 158, 'An. gambiae', 'Species']]"
14423-6,"The Vgsc-1014F target site mutation was strongly associated with both DDT (OR = 256.7, (95% CI 48.6-6374.3, p < 0.001) and deltamethrin survival (OR = 9.14, (95% CI 4.24-21.4, p < 0.001).","[[4, 14, 'Vgsc-1014F', 'Gene'], [70, 73, 'DDT', 'Pesticides'], [123, 135, 'deltamethrin', 'Pesticides']]"
14423-8,DDT resistance occurred significantly more frequently in villages with high malaria prevalence (p = 0.025) though this did not apply to deltamethrin resistance.,"[[0, 3, 'DDT', 'Pesticides'], [136, 148, 'deltamethrin', 'Pesticides']]"
14423-9,"CONCLUSION: Whilst causality of relationships requires further investigation, variation in vector species and insecticide resistance in The Gambia is associated with malaria endemicity; with a notably higher prevalence of infection and insecticide resistance in the east of the country.","[[136, 146, 'The Gambia', 'Location']]"
14425-4,"Fourth instar larvae (L4) of both strains were exposed to different concentrations of deltamethrin (i.e., 0.001, 0.003, 0.005, and 0.007 ppm).","[[86, 98, 'deltamethrin', 'Pesticides']]"
14425-6,Insecticide effects on cell integrity after deltamethrin exposure (at 0.003 or 0.005 ppm) were assessed by processing pupal oenocytes for transmission electron microscopy or TUNEL reaction.,"[[44, 56, 'deltamethrin', 'Pesticides']]"
14425-7,"The insecticide resistant L4 survived all the tested concentrations, whereas the 0.007-ppm deltamethrin concentration had lethal effects on susceptible L4.","[[91, 103, 'deltamethrin', 'Pesticides']]"
14425-8,"Susceptible L4 were lethargic and exhibited less swimming activity than unexposed larvae, whereas the resistant L4 were hyperexcited following exposure to 0.005 ppm deltamethrin.","[[165, 177, 'deltamethrin', 'Pesticides']]"
14425-9,No sublethal effects and no significant cell death were observed in the oenocytes of either susceptible or resistant insects exposed to deltamethrin.,"[[136, 148, 'deltamethrin', 'Pesticides']]"
14425-10,"The present study illustrated the different responses of susceptible and resistant strains of A. aegypti following exposure to sublethal concentration of deltamethrin, and demonstrated how the behavior of the immature stage of the two strains varied, as well as oenocyte structure following insecticide exposure.","[[94, 104, 'A. aegypti', 'Species'], [154, 166, 'deltamethrin', 'Pesticides']]"
14442-0,"The Colorado potato beetle, Leptinotarsa decemlineata (Say), is a major agricultural pest in the Central Sands region of Wisconsin.","[[28, 53, 'Leptinotarsa decemlineata', 'Species'], [97, 130, 'Central Sands region of Wisconsin', 'Location']]"
14442-1,"Imidacloprid, a neonicotinoid insecticide, has commonly been used for control of L. decemlineata since its registration in 1995.","[[0, 12, 'Imidacloprid', 'Pesticides'], [16, 29, 'neonicotinoid', 'Pesticides'], [81, 96, 'L. decemlineata', 'Species'], [123, 127, '1995', 'Year']]"
14442-2,"In the last 10 years, many field populations of L. decemlineata have begun to show increasing imidacloprid resistance.","[[48, 63, 'L. decemlineata', 'Species'], [94, 106, 'imidacloprid', 'Pesticides']]"
14442-6,In this study we uncovered trends in imidacloprid phenotypic response that have developed in the region by estimating the LC50 values among different field populations against a range of imidacloprid doses.,"[[37, 49, 'imidacloprid', 'Pesticides'], [187, 199, 'imidacloprid', 'Pesticides']]"
14442-7,"The LC50 values collected in 2008-2011, and more recently in 2013 and 2014, show that some field locations remain susceptible to imidacloprid, while nearby fields (<100km) have developed high levels of resistance.","[[29, 38, '2008-2011', 'Year'], [61, 74, '2013 and 2014', 'Year'], [129, 141, 'imidacloprid', 'Pesticides']]"
14442-11,"Most significantly, the up-regulation of 3 cytochrome p450s and a glutathione synthetase related protein in multiple resistant populations provide a mechanistic explanation of resistance evolution in L. decemlineata.","[[43, 59, 'cytochrome p450s', 'Gene'], [66, 88, 'glutathione synthetase', 'Gene'], [200, 215, 'L. decemlineata', 'Species']]"
14462-0,"Tarnished plant bug, Lygus lineolaris (Palisot de Beauvois), populations were collected from field locations in the Mississippi River Delta of Arkansas, Louisiana, and Mississippi.","[[21, 37, 'Lygus lineolaris', 'Species'], [116, 139, 'Mississippi River Delta', 'Location'], [143, 151, 'Arkansas', 'Location'], [153, 162, 'Louisiana', 'Location'], [168, 179, 'Mississippi', 'Location']]"
14462-1,"Third-instar F(1) nymphs from each field location, in addition to a laboratory colony, were screened for susceptibility to novaluron.","[[123, 132, 'novaluron', 'Pesticides']]"
14462-5,"LC(50) values from field locations were compared with a historically susceptible population from Crossett, AR.","[[97, 109, 'Crossett, AR', 'Location']]"
14462-6,"Results indicated that considerable variability in susceptibility to novaluron exists within field populations of tarnished plant bugs across the Delta, including some locations with lower LC(50) values than a historically susceptible population.","[[69, 78, 'novaluron', 'Pesticides'], [146, 151, 'Delta', 'Location']]"
14471-0,"BACKGROUND: Sulfoxaflor, a new insecticide from the sulfoximine chemical family, and imidacloprid, a widely used neonicotinoid insecticide, were tested to assess the susceptibility and feeding behaviour of two populations of Myzus persicae: Mp61, which exhibited target-site R81T resistance to neonicotinoids, and Mp1989, a laboratory clone maintained since 1989 as a susceptible reference.","[[12, 23, 'Sulfoxaflor', 'Pesticides'], [85, 97, 'imidacloprid', 'Pesticides'], [113, 125, 'neonicotinoi', 'Pesticides'], [225, 239, 'Myzus persicae', 'Species'], [294, 308, 'neonicotinoids', 'Pesticides'], [358, 362, '1989', 'Year']]"
14471-1,"RESULTS: The imidacloprid LC50 value for Mp61 was 16 times higher than for Mp1989, showing a moderate level of resistance.","[[13, 25, 'imidacloprid', 'Pesticides'], [50, 58, '16 times', 'Resistance_factor_value']]"
14471-2,Sulfoxaflor LC50 values for Mp61 and Mp1989 were much closer.,"[[0, 11, 'Sulfoxaflor', 'Pesticides']]"
14471-3,"The probing behaviour, as assessed by electrical penetration graphs (EPGs), of both populations was clearly altered by sulfoxaflor, which reduced the ability of aphids to find and feed from the phloem.","[[119, 130, 'sulfoxaflor', 'Pesticides']]"
14471-4,The feeding behaviour of the susceptible Mp1989 population was much more severely affected than the moderately resistant Mp61 population on imidacloprid-treated plants.,"[[140, 152, 'imidacloprid', 'Pesticides']]"
14471-6,CONCLUSIONS: Sulfoxaflor provoked feeding cessation more rapidly than imidacloprid in both aphid populations.,"[[13, 24, 'Sulfoxaflor', 'Pesticides'], [70, 82, 'imidacloprid', 'Pesticides']]"
14478-0,"Two transgenic rice lines (T2A-1 and T1C-19b) expressing cry2A and cry1C genes, respectively, were developed in China, targeting lepidopteran pests including Chilo suppressalis (Walker) (Lepidoptera: Crambidae).","[[57, 62, 'cry2A', 'Pesticides'], [67, 72, 'cry1C', 'Pesticides'], [112, 117, 'China', 'Location'], [158, 176, 'Chilo suppressalis', 'Species']]"
14478-1,"The seasonal expression of Cry proteins in different tissues of the rice lines and their resistance to C. suppressalis were assessed in comparison to a Bt rice line expressing a cry1Ab/Ac fusion gene, Huahui 1, which has been granted a biosafety certificate.","[[103, 118, 'C. suppressalis', 'Species'], [152, 154, 'Bt', 'Pesticides'], [178, 184, 'cry1Ab', 'Pesticides']]"
14478-5,"According to Cry protein levels in rice tissues, the raw and corrected mortalities of C. suppressalis caused by each Bt rice line were the highest in the seedling and declined through the jointing stage with an exception for T1C-19b providing an excellent performance at the maturing stage.","[[86, 101, 'C. suppressalis', 'Species'], [117, 119, 'Bt', 'Pesticides']]"
